"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 南投縣   信義鄉 "," 望美村辦公處旁＜貨櫃＞ "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3000 "," 公斤 "," 1050401 "
" 南投縣   信義鄉 "," 桐林活動中心旁＜貨櫃＞ "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 800 "," 公斤 "," 1050401 "
" 嘉義縣   竹崎鄉 "," 中和村石棹 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 180 "," 公斤 "," 1041015 "
" 臺中市   后里區 "," 里幹事聯合辦公室 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1050930 "
" 嘉義縣   竹崎鄉 "," 竹崎鄉公所柑農中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 540 "," 公斤 "," 1041015 "
" 臺東縣   卑南鄉 "," 利吉村活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 20 "," 公斤 "," 1041231 "
" 花蓮縣   豐濱鄉 "," 豐濱鄉公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 150 "," 公斤 "," 1040930 "
" 宜蘭縣   南澳鄉 "," 金岳村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1800 "," 公斤 "," 1041130 "
" 臺東縣   達仁鄉 "," 南田村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1041231 "
" 南投縣   鹿谷鄉 "," 內湖村溪頭物資儲放中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 120 "," 公斤 "," 1050611 "
" 南投縣   國姓鄉 "," 長福村村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 240 "," 公斤 "," 1050330 "
" 新竹縣   尖石鄉 "," 嘉樂村集會所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 60 "," 公斤 "," 1040921 "
" 南投縣   水里鄉 "," 興隆村集會所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 960 "," 公斤 "," 1060831 "
" 南投縣   水里鄉 "," 新興村老人會館 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 2180 "," 公斤 "," 1060831 "
" 嘉義縣   番路鄉 "," 草山村朝天宮 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 60 "," 公斤 "," 1041101 "
" 高雄市   甲仙區 "," 小林社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1041201 "
" 彰化縣   北斗鎮 "," 北斗鎮公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 400 "," 公斤 "," 1040531 "
" 南投縣   仁愛鄉 "," 法治村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3610 "," 公斤 "," 1050325 "
" 苗栗縣   南庄鄉 "," 南庄鄉陸家派出所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1050506 "
" 高雄市   桃源區 "," 桃源區二集團活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 900 "," 公斤 "," 1031203 "
" 南投縣   仁愛鄉 "," 都達村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3135 "," 公斤 "," 1050325 "
" 南投縣   仁愛鄉 "," 力行村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3040 "," 公斤 "," 1050325 "
" 新竹縣   寶山鄉 "," 寶山鄉老人文康中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 720 "," 公斤 "," 1041102 "
" 彰化縣   彰化市 "," 南瑤宮 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 600 "," 公斤 "," 1030531 "
" 屏東縣   霧臺鄉 "," 大武村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 150 "," 公斤 "," 1021130 "
" 屏東縣   泰武鄉 "," 萬安村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 72 "," 公斤 "," 1041031 "
" 臺東縣   大武鄉 "," 大鳥村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 600 "," 公斤 "," 1050229 "
" 屏東縣   瑪家鄉 "," 三和村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 190096 "," 公斤 "," 1041031 "
" 屏東縣   瑪家鄉 "," 涼山村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 58564 "," 公斤 "," 1041031 "
" 嘉義縣   阿里山鄉 "," 新美村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 2000 "," 公斤 "," 1051006 "
" 南投縣   國姓鄉 "," 柑林村村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 400 "," 公斤 "," 1050330 "
" 嘉義縣   番路鄉 "," 隙頂國小 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 60 "," 公斤 "," 1041101 "
" 南投縣   信義鄉 "," 雙龍村活動中心1樓-倉庫 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1300 "," 公斤 "," 1050401 "
" 南投縣   水里鄉 "," 水里鄉公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1480 "," 公斤 "," 1060831 "
" 新竹縣   尖石鄉 "," 水田教會 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 288 "," 公斤 "," 1041016 "
" 新竹縣   尖石鄉 "," 玉峰國小 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 240 "," 公斤 "," 1041016 "
" 新竹縣   尖石鄉 "," 玉峰村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 240 "," 公斤 "," 1041016 "
" 南投縣   信義鄉 "," 羅娜國小停車場旁〈貨櫃〉 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1960 "," 公斤 "," 1050401 "
" 高雄市   茂林區 "," 茂林舊衛生所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1000 "," 公斤 "," 1050407 "
" 臺東縣   關山鎮 "," 關山鎮農會 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3000 "," 公斤 "," 1041231 "
" 屏東縣   泰武鄉 "," 泰武村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 400 "," 公斤 "," 1050430 "
" 花蓮縣   新城鄉 "," 新城社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 200 "," 公斤 "," 1050430 "
" 嘉義縣   大埔鄉 "," 公有零售市場 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 12080 "," 公斤 "," 1051231 "
" 宜蘭縣   壯圍鄉 "," 宜蘭縣壯圍鄉老人文康中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 2100 "," 公斤 "," 1031231 "
" 南投縣   國姓鄉 "," 福龜村村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 640 "," 公斤 "," 1050330 "
" 南投縣   仁愛鄉 "," 親愛村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 4845 "," 公斤 "," 1050325 "
" 南投縣   仁愛鄉 "," 中正村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1083 "," 公斤 "," 1050325 "
" 新竹縣   尖石鄉 "," 錦屏村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 320 "," 公斤 "," 1040421 "
" 彰化縣   溪湖鎮 "," 溪湖鎮公所地下室 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 800 "," 公斤 "," 1030804 "
" 高雄市   桃源區 "," 桃源區拉芙蘭里-拉芙蘭社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1440 "," 公斤 "," 1031203 "
" 屏東縣   來義鄉 "," 南和村集會所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 4160 "," 公斤 "," 1010630 "
" 宜蘭縣   宜蘭市 "," 宜蘭縣政府社會處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 80 "," 公斤 "," 1011130 "
" 屏東縣   來義鄉 "," 新來義活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1680 "," 公斤 "," 1020630 "
" 宜蘭縣   蘇澳鎮 "," 東澳里 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 108 "," 公斤 "," 1031112 "
" 彰化縣   芳苑鄉 "," 芳苑老人文康中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 15 "," 公斤 "," 1050317 "
" 嘉義縣   中埔鄉 "," 石硦村4鄰鄰長宅 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 400 "," 公斤 "," 1051013 "
" 臺中市   豐原區 "," 豐原區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 690 "," 公斤 "," 1041231 "
" 南投縣   信義鄉 "," 信義國中後方停車場邊＜貨櫃＞ "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 4000 "," 公斤 "," 1050401 "
" 臺東縣   長濱鄉 "," 長濱鄉納骨塔懷恩堂管理室 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1980 "," 公斤 "," 1050501 "
" 新竹縣   尖石鄉 "," 錦屏村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1041016 "
" 新竹縣   尖石鄉 "," 石磊國小 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 72 "," 公斤 "," 1040921 "
" 新竹縣   尖石鄉 "," 田埔分校 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 183 "," 公斤 "," 1041016 "
" 南投縣   仁愛鄉 "," 翠華村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 2000 "," 公斤 "," 1060401 "
" 南投縣   信義鄉 "," 波石活動中心-倉庫 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 800 "," 公斤 "," 1050401 "
" 花蓮縣   花蓮市 "," 花蓮市進豐生活園區倉庫 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 500 "," 公斤 "," 1050331 "
" 新北市   坪林區 "," 新北市坪林區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 90 "," 公斤 "," 1041230 "
" 屏東縣   獅子鄉 "," 獅子村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 40000 "," 公斤 "," 1050331 "
" 屏東縣   泰武鄉 "," 佳興村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 60 "," 公斤 "," 1041031 "
" 嘉義縣   梅山鄉 "," 太和村仁和國小 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1060407 "
" 新竹縣   尖石鄉 "," 宇老派出所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 72 "," 公斤 "," 1041016 "
" 臺南市   麻豆區 "," 臺南市麻豆區公所3樓 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 600 "," 公斤 "," 1051231 "
" 南投縣   魚池鄉 "," 大林村金天巷8號 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 260 "," 公斤 "," 1050612 "
" 南投縣   信義鄉 "," 東埔活動中心前空地＜貨櫃＞ "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1800 "," 公斤 "," 1050401 "
" 南投縣   草屯鎮 "," 草屯鎮公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1080 "," 公斤 "," 1050531 "
" 花蓮縣   萬榮鄉 "," 西林社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 340 "," 公斤 "," 1050531 "
" 新竹縣   竹北市 "," 竹北市公所災民救濟物資儲存室 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 40 "," 公斤 "," 1050316 "
" 南投縣   鹿谷鄉 "," 內湖村有水坑物資儲放中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 40 "," 公斤 "," 1050611 "
" 南投縣   國姓鄉 "," 大石村村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 260 "," 公斤 "," 1050330 "
" 臺東縣   達仁鄉 "," 新化村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 160 "," 公斤 "," 1041231 "
" 臺東縣   臺東市 "," 臺東市公所三樓儲藏室 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 720 "," 公斤 "," 1050131 "
" 臺中市   西屯區 "," 臺中市西屯區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1900 "," 公斤 "," 1050731 "
" 花蓮縣   壽豐鄉 "," 鹽寮活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 100 "," 公斤 "," 1050323 "
" 臺中市   和平區 "," 松鶴社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 500 "," 公斤 "," 1050831 "
" 屏東縣   牡丹鄉 "," 高士國小 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 580 "," 公斤 "," 1041231 "
" 新竹縣   尖石鄉 "," 玉峰馬美部落 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 8 "," 公斤 "," 1040421 "
" 高雄市   桃源區 "," 桃源區高中社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 900 "," 公斤 "," 1031203 "
" 彰化縣   彰化市 "," 彰化介壽生活藝文館 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 350 "," 公斤 "," 1021231 "
" 新竹市   香山區 "," 新竹市香山區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 80 "," 公斤 "," 1030516 "
" 屏東縣   霧臺鄉 "," 大武村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 195 "," 公斤 "," 1030131 "
" 嘉義縣   竹崎鄉 "," 文峯村大坑15鄰 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 180 "," 公斤 "," 1041015 "
" 嘉義縣   中埔鄉 "," 石硦村1鄰鄰長宅 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 200 "," 公斤 "," 1051013 "
" 臺中市   大雅區 "," 臺中市大雅區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1050412 "
" 新竹市   北區 "," 新竹市救災物資中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3110 "," 公斤 "," 1050331 "
" 屏東縣   泰武鄉 "," 佳平村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 72 "," 公斤 "," 1041031 "
" 屏東縣   泰武鄉 "," 泰武村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 48 "," 公斤 "," 1041031 "
" 嘉義縣   番路鄉 "," 鄰長宅（近福安宮） "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 90 "," 公斤 "," 1041101 "
" 屏東縣   泰武鄉 "," 平和村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 48 "," 公斤 "," 1041031 "
" 南投縣   魚池鄉 "," 新城村通文巷20之3號 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 260 "," 公斤 "," 1050612 "
" 嘉義縣   梅山鄉 "," 龍眼村活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1060407 "
" 宜蘭縣   南澳鄉 "," 金洋村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 2400 "," 公斤 "," 1041130 "
" 南投縣   集集鎮 "," 集集鎮公所3樓 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1050530 "
" 南投縣   國姓鄉 "," 大旗村村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 240 "," 公斤 "," 1050330 "
" 南投縣   國姓鄉 "," 長流村村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 500 "," 公斤 "," 1050330 "
" 南投縣   竹山鎮 "," 竹山鎮公所調解會旁倉庫 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1050604 "
" 南投縣   水里鄉 "," 車埕村活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1500 "," 公斤 "," 1060831 "
" 南投縣   水里鄉 "," 新山村活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 700 "," 公斤 "," 1060831 "
" 宜蘭縣   南澳鄉 "," 東岳村災民收容中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1500 "," 公斤 "," 1041130 "
" 臺中市   清水區 "," 臺中市清水區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1050413 "
" 嘉義縣   梅山鄉 "," 太平村活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1060407 "
" 屏東縣   崁頂鄉 "," 崁頂老人文康中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 250 "," 公斤 "," 1040610 "
" 南投縣   仁愛鄉 "," 新生村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 4940 "," 公斤 "," 1050325 "
" 新竹縣   尖石鄉 "," 宇老派出所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3 "," 公斤 "," 1040421 "
" 臺中市   大里區 "," 臺中市大里區大新活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 200 "," 公斤 "," 1050328 "
" 新竹市   北區 "," 新竹市北區區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 160 "," 公斤 "," 1030510 "
" 臺東縣   綠島鄉 "," 綠島平價中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 28 "," 公斤 "," 1020630 "
" 屏東縣   霧臺鄉 "," 佳暮村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 120 "," 公斤 "," 0100131 "
" 南投縣   仁愛鄉 "," 春陽村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 4750 "," 公斤 "," 1050325 "
" 高雄市   桃源區 "," 桃源區勤和里辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 900 "," 公斤 "," 1031203 "
" 雲林縣   東勢鄉 "," 東發商店 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 200 "," 公斤 "," 1031231 "
" 南投縣   仁愛鄉 "," 精英村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 3990 "," 公斤 "," 1050325 "
" 雲林縣   古坑鄉 "," 樟湖村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1580 "," 公斤 "," 1011231 "
" 屏東縣   來義鄉 "," 喜樂發發吾社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 920 "," 公斤 "," 1010630 "
" 屏東縣   來義鄉 "," 中興社區活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 6720 "," 公斤 "," 1020630 "
" 新竹縣   五峰鄉 "," 竹林村集會所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 300 "," 公斤 "," 1020701 "
" 新竹縣   尖石鄉 "," 石磊國小 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1041016 "
" 臺東縣   卑南鄉 "," 富山村活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 20 "," 公斤 "," 1041231 "
" 臺東縣   太麻里鄉 "," 太麻里鄉美和村辦公處 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1041130 "
" 彰化縣   埔鹽鄉 "," 埔鹽鄉老人文康中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 4000 "," 公斤 "," 1050630 "
" 南投縣   信義鄉 "," 自強活動中心-倉庫 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 600 "," 公斤 "," 1050401 "
" 臺東縣   綠島鄉 "," 綠島鄉社會福利活動中心 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1400 "," 公斤 "," 1040514 "
" 嘉義市   東區 "," 嘉義市東區區公所 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 360 "," 公斤 "," 1050407 "
" 南投縣   信義鄉 "," 同富村辦公處旁-倉庫 "," 食品類 / 主食品 "," 1011010 --"," 米 "," 1公斤／公斤 "," 1460 "," 公斤 "," 1050401 "
